hcp_id,hcp_name,hcp_address,hcp_specialty,total_patients,diagnosed_patients,treated_patients,male_patients,female_patients,unknown_patients,new_patients,claims_count,male_claims,female_claims,unknown_claims,nrx,trx,cash,commercial,Aetna,Blue Cross,Cigna,UnitedHealthcare,Medicare,Medicaid,BrandA,BrandB,BrandC,planned_calls,calls_made,patient_count_2024-01,patient_count_2024-02,patient_count_2024-03,patient_count_2024-04,patient_count_2024-05,patient_count_2024-06,patient_count_2024-07,patient_count_2024-08,patient_count_2024-09,patient_count_2024-10,patient_count_2024-11,patient_count_2024-12,claim_count_2024-01,claim_count_2024-02,claim_count_2024-03,claim_count_2024-04,claim_count_2024-05,claim_count_2024-06,claim_count_2024-07,claim_count_2024-08,claim_count_2024-09,claim_count_2024-10,claim_count_2024-11,claim_count_2024-12,notes,call_date
HCP1230,Denise Hayden,"0610 Johnson Circles, Cochranville, LA 56280, Natalieshire, Louisiana 35616",Gastroenterology,575,384,221,512,42,21,72,345,75,41,229,90,237,48,1582,36,74,565,398,50,459,92,229,34,10,8,29,43,29,35,31,36,46,8,25,23,8,17,4,18,16,2,24,12,1,3,9,20,24,24,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND C was -61.2 percent (92 scripts) in the past 1 year.",2025-06-17
HCP1231,Penny Gallagher,"8571 Lawrence Freeway, Rhondaland, MT 84760, Harrismouth, North Dakota 40169",Cardiology,340,297,268,259,2,79,74,128,60,61,7,62,84,133,863,322,42,198,78,159,64,61,79,9,6,1,7,6,9,8,7,10,27,9,0,10,22,7,1,2,6,7,3,8,8,1,1,5,6,3,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND C was -27.4 percent (61 scripts) in the past 1 year.",2025-05-22
HCP1232,Kevin Adams,"019 Taylor Island Apt. 273, East Rebeccaburgh, ND 68232, Lake Tiffanychester, Ohio 47356",Neurology,372,200,101,356,8,8,59,147,135,0,12,89,131,135,749,30,36,48,110,208,317,35,23,126,13,7,22,4,26,24,15,15,19,19,12,15,19,17,10,6,10,4,7,6,10,9,10,6,0,1,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND C was -73.3 percent (35 scripts) in the past 1 year.",2025-03-05
HCP1233,Charles Owens,"412 Byrd Crossing, North Stephanieborough, AS 53097, Tiffanyport, Wisconsin 11681",Gastroenterology,416,182,81,101,20,295,197,412,183,76,153,282,309,81,873,29,84,177,188,20,375,345,187,9,12,2,19,14,32,22,30,13,0,32,19,6,3,17,33,10,25,32,19,34,15,19,18,7,17,1,"HCP has confirmed patient with Disease A. This HCP refers NSCLC patients out to other specialists for treatment/may not treat NSCLC. For this HCP, the TRx change for BRAND C was 11.7 percent (345 scripts) in the past 1 year.",2025-11-03
HCP1234,Dawn Knapp,"84222 Cameron Roads Apt. 093, Taylorland, PR 39520, South Michael, South Carolina 12456",Gastroenterology,266,95,42,220,40,6,93,246,77,113,56,36,38,24,867,78,216,257,137,41,138,6,80,206,18,2,9,22,5,12,19,16,19,19,18,11,19,9,15,10,19,12,11,18,20,13,11,17,4,4,"HCP has confirmed patient with Disease A. This HCP refers NSCLC patients out to other specialists for treatment/may not treat NSCLC. For this HCP, the TRx change for BRAND C was -84.2 percent (6 scripts) in the past 1 year.",2025-11-13
HCP1235,Christopher Robertson,"885 Christopher Groves Suite 768, South Brian, CA 12588, Lake Ashleyton, Nevada 16783",Dermatology,849,459,214,457,311,81,375,817,451,29,337,751,817,354,2132,472,392,354,340,325,249,95,294,481,7,5,27,3,39,41,47,7,59,54,7,34,33,14,57,3,13,39,62,45,65,44,31,46,59,18,"HCP has confirmed patient with Disease A. This HCP refers NSCLC patients out to other specialists for treatment/may not treat NSCLC. For this HCP, the TRx change for BRAND C was -88.4 percent (95 scripts) in the past 1 year.",2025-04-01
HCP1236,Katrina Nguyen,"940 Martin Dam, Mitchellton, IA 99297, South Joseph, Tennessee 16216",Cardiology,179,172,91,134,30,15,86,118,77,23,18,114,116,14,616,96,109,29,44,168,170,98,64,85,13,12,6,14,13,2,12,1,10,3,10,6,14,0,8,4,1,0,2,9,9,6,5,6,2,4,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND C was -15.5 percent (98 scripts) in the past 1 year.",2025-05-11
HCP1237,Ashley Cline,"34106 Patterson Landing Suite 513, Aliciaview, KY 55952, West Chelsey, California 05536",Cardiology,144,96,48,26,90,28,34,90,71,16,3,84,86,37,368,62,46,74,36,90,60,26,46,83,12,9,0,5,0,0,5,9,7,11,11,7,11,1,6,0,7,0,0,6,2,2,3,6,5,3,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND C was -69.8 percent (26 scripts) in the past 1 year.",2025-02-18
HCP1238,Joshua Stanton,"299 Finley Summit Apt. 028, Jamieville, WV 75802, Lake John, Arkansas 91504",Neurology,148,141,79,42,62,44,29,141,112,6,23,65,78,5,419,73,92,48,81,21,104,67,59,111,19,9,0,11,4,11,11,3,1,6,9,10,0,1,7,7,1,3,4,1,1,6,0,10,2,8,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND C was -14.1 percent (67 scripts) in the past 1 year.",2025-02-18
HCP1239,Hunter Barnett,"56501 Davis Freeway Apt. 030, Lake Michaeltown, VT 21829, New Scottbury, Kansas 32198",Dermatology,657,633,432,643,2,12,210,145,121,14,10,16,90,208,1769,332,549,485,350,36,17,131,124,54,17,1,12,49,19,18,8,7,49,36,27,10,52,42,4,9,9,5,2,4,0,5,4,10,3,12,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND C was 45.6 percent (131 scripts) in the past 1 year.",2025-11-04
HCP1240,Steven Nelson,"57906 Glenn Mission, North Michaelton, CT 46691, East Curtis, Oregon 91310",Endocrinology,338,110,40,88,106,144,114,243,106,104,33,54,139,44,935,182,106,255,44,151,197,118,102,159,11,8,9,27,23,8,16,16,6,16,13,12,8,19,17,14,3,8,3,13,11,13,1,12,0,16,"HCP has confirmed patient with Disease A. This HCP refers NSCLC patients out to other specialists for treatment/may not treat NSCLC. For this HCP, the TRx change for BRAND C was -15.1 percent (118 scripts) in the past 1 year.",2025-03-22
HCP1241,Elizabeth Harris,"278 Obrien Underpass Suite 705, Williamsberg, AR 14854, Brettbury, West Virginia 59818",Cardiology,602,589,230,210,347,45,295,254,58,117,79,143,245,92,2106,119,418,373,533,174,489,189,222,169,12,0,30,44,41,21,37,17,15,45,17,13,26,48,4,6,17,0,2,16,6,18,3,4,6,7,"HCP has confirmed patient with Disease A. This HCP refers NSCLC patients out to other specialists for treatment/may not treat NSCLC. For this HCP, the TRx change for BRAND C was -22.9 percent (189 scripts) in the past 1 year.",2025-02-09
HCP1242,Janet Hernandez,"USNV Lin, FPO AA 29818, South Tom, Colorado 84938",Psychiatry,822,764,238,262,51,509,300,334,94,208,32,220,250,90,1672,553,99,238,518,194,70,222,2,28,8,7,44,68,11,51,9,14,26,16,15,28,67,53,25,10,7,11,26,14,12,23,19,3,11,15,"HCP has confirmed patient with Disease A. This HCP refers NSCLC patients out to other specialists for treatment/may not treat NSCLC. For this HCP, the TRx change for BRAND C was -11.2 percent (222 scripts) in the past 1 year.",2025-01-11
HCP1243,Andrea Shaffer,"021 Madeline Ranch Suite 683, New Melissaville, AS 16654, Jacksonton, Florida 08869",Neurology,662,120,46,46,86,530,69,498,32,330,136,199,375,324,1058,7,430,33,417,123,48,390,197,7,13,0,4,19,33,2,27,38,41,47,43,45,22,41,26,8,30,41,13,2,37,6,34,16,20,38,"HCP has confirmed patient with Disease A. This HCP refers NSCLC patients out to other specialists for treatment/may not treat NSCLC. For this HCP, the TRx change for BRAND C was 4.0 percent (390 scripts) in the past 1 year.",2025-07-28
HCP1244,Danielle Green,"37669 Ingram Cape, South Tanyaside, LA 71462, East Eric, Oklahoma 69424",Oncology,643,530,56,213,365,65,45,518,173,311,34,313,398,67,1657,299,475,529,154,173,27,337,512,264,5,4,33,52,49,25,23,17,3,36,16,26,19,33,11,9,41,29,34,20,16,28,5,19,22,29,"HCP has confirmed patient with Disease A. This HCP refers NSCLC patients out to other specialists for treatment/may not treat NSCLC. For this HCP, the TRx change for BRAND C was -15.3 percent (337 scripts) in the past 1 year.",2025-06-23
HCP1245,Ralph Wolfe,"3035 Joseph Forest Apt. 911, Alfredtown, MP 56300, West Laurenburgh, Rhode Island 45479",Oncology,182,79,52,133,33,16,86,66,26,19,21,27,29,25,531,131,65,125,10,48,152,33,13,13,7,0,14,11,2,13,11,1,4,15,8,9,12,10,1,1,5,4,5,4,0,4,2,3,3,3,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND C was 13.8 percent (33 scripts) in the past 1 year.",2025-01-11
HCP1246,Erik Reed,"504 Rachael Estate Suite 478, Samuelchester, WA 24953, Elizabethborough, Connecticut 79816",Pediatrics,592,54,31,370,63,159,259,469,167,69,233,442,462,139,2613,590,434,122,525,415,527,73,241,444,14,0,48,22,33,31,8,15,10,1,25,43,5,41,15,18,39,15,31,33,15,28,22,31,20,6,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND C was -84.2 percent (73 scripts) in the past 1 year.",2025-03-07
HCP1247,Angela Johnson,"54451 Henry Walk Apt. 652, Lake Derekton, OK 65149, North Danielle, Alabama 88394",Cardiology,733,654,642,210,370,153,206,573,74,36,463,301,384,314,3085,665,654,518,317,493,438,354,411,108,10,2,59,20,21,13,43,43,35,16,41,8,43,37,19,0,36,31,10,9,9,12,14,12,34,38,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND C was -7.8 percent (354 scripts) in the past 1 year.",2025-12-16
HCP1248,Kimberly Bauer,"0191 Rebecca Locks, New Andrea, TX 94716, South Sarah, California 66081",Cardiology,798,155,144,489,107,202,364,189,11,45,133,43,59,385,2160,69,159,413,665,144,710,107,181,157,8,6,47,15,7,23,45,16,10,42,37,27,23,2,0,6,2,3,7,9,11,6,13,0,3,13,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND C was 81.4 percent (107 scripts) in the past 1 year.",2025-03-06
HCP1249,Madison Mills,"53758 Waters Road Suite 467, Samuelstad, WA 04670, Poncetown, Pennsylvania 18384",Neurology,543,410,299,347,74,122,35,122,106,5,11,14,100,75,1825,450,536,362,36,44,397,30,91,66,19,13,13,8,24,22,10,13,26,36,19,33,35,9,9,1,2,4,3,8,10,6,2,2,8,9,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND C was -70.0 percent (30 scripts) in the past 1 year.",2025-07-23
HCP1250,Andrea Morales,"4063 Stein Mountains, Wangton, NV 17365, Lake Stacy, Vermont 10235",Oncology,730,523,320,484,63,183,208,51,23,18,10,50,51,217,2185,93,268,612,353,358,501,39,49,7,5,5,31,23,19,55,52,36,43,15,52,0,58,46,3,3,0,2,0,0,4,2,3,2,0,0,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND C was -23.5 percent (39 scripts) in the past 1 year.",2025-02-05
HCP1251,Donna Mcknight,"9633 Cooper Lodge, Craigshire, KY 01584, Curtistown, Montana 29696",Pediatrics,874,262,190,494,176,204,240,489,328,21,140,94,257,343,2389,555,178,37,556,407,656,24,206,275,20,14,15,18,45,49,25,63,64,68,35,17,34,9,35,16,18,29,34,21,39,24,10,26,8,39,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND C was -90.7 percent (24 scripts) in the past 1 year.",2025-09-03
HCP1252,Christopher Roberts,"369 Jacqueline Summit, Harrisshire, AK 94861, Harrisonshire, Rhode Island 78786",Dermatology,919,444,298,116,487,316,133,296,15,244,37,240,253,143,1931,199,674,151,35,359,513,149,58,5,20,19,54,59,38,55,73,10,18,26,76,25,22,69,23,19,22,24,0,21,1,15,9,7,6,16,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND C was -41.1 percent (149 scripts) in the past 1 year.",2025-02-08
HCP1253,Christine Irwin,"04447 Jessica Shores Suite 042, Malonemouth, UT 26200, West Carolyn, Virginia 18836",Neurology,700,440,361,96,498,106,230,188,78,64,46,20,46,240,3371,386,417,550,693,681,644,104,32,124,10,10,2,19,27,30,12,15,6,5,49,55,24,15,3,1,5,14,9,9,14,12,15,7,6,13,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND C was 126.1 percent (104 scripts) in the past 1 year.",2025-07-31
HCP1254,Krystal Chavez,"728 Brooks Harbors Apt. 559, Jasonview, MS 49145, Morrischester, Ohio 70548",Neurology,953,380,97,721,119,113,43,382,268,38,76,221,337,90,2518,545,373,233,333,174,860,335,138,204,10,5,48,63,12,74,2,54,30,16,66,9,31,64,13,25,3,14,30,25,10,19,9,25,11,7,"HCP has confirmed patient with Disease A. This HCP refers NSCLC patients out to other specialists for treatment/may not treat NSCLC. For this HCP, the TRx change for BRAND C was -0.6 percent (335 scripts) in the past 1 year.",2025-08-24
HCP1255,Colleen Cole,"8060 Clayton Highway Apt. 693, New Jasonbury, NM 04447, South Rodneytown, Maryland 13088",Gastroenterology,854,170,118,210,224,420,74,471,126,114,231,362,425,375,3200,730,481,684,620,538,147,14,398,354,7,3,34,0,50,2,39,69,18,55,54,40,62,32,19,8,19,23,25,39,13,5,22,38,1,32,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND C was -96.7 percent (14 scripts) in the past 1 year.",2025-06-27
HCP1256,Jennifer Martin,"300 Christina Unions, Nelsonville, KY 11837, Kevinport, Georgia 78797",Oncology,190,143,128,161,27,2,75,172,95,48,29,107,166,91,501,115,5,175,103,15,88,114,164,47,9,2,8,4,4,4,11,10,15,14,7,11,8,14,0,5,6,9,11,1,8,9,10,9,14,7,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND C was -31.3 percent (114 scripts) in the past 1 year.",2025-07-28
HCP1257,Dr. Brian Farley,"44384 Sharon Road, Jeffreyberg, CO 91370, Greenmouth, Oklahoma 78837",Pediatrics,602,371,52,1,225,376,294,594,242,257,95,62,281,258,1713,41,430,473,431,283,55,371,100,230,12,10,16,4,14,32,36,12,38,36,3,0,42,21,47,14,45,40,45,28,32,14,19,19,1,3,"HCP has confirmed patient with Disease A. This HCP refers NSCLC patients out to other specialists for treatment/may not treat NSCLC. For this HCP, the TRx change for BRAND C was 32.0 percent (371 scripts) in the past 1 year.",2025-07-08
HCP1258,Wendy Olsen,"0196 Dylan Passage Apt. 672, Jacquelineport, MT 86093, Port Heidi, Virginia 40390",Oncology,362,191,69,326,15,21,142,158,25,77,56,101,114,65,1110,89,182,135,266,76,362,61,109,96,18,0,25,25,27,19,18,12,0,30,23,28,28,4,12,9,7,5,11,0,11,6,11,4,2,7,"HCP has confirmed patient with Disease A. This HCP refers NSCLC patients out to other specialists for treatment/may not treat NSCLC. For this HCP, the TRx change for BRAND C was -46.5 percent (61 scripts) in the past 1 year.",2025-05-11
HCP1259,Destiny Patton,"05399 Mcintyre Estates Suite 285, Lake Kelly, ND 32233, East Kevin, North Dakota 01366",Oncology,120,118,39,18,73,29,23,77,25,15,37,37,38,32,411,94,42,31,105,19,120,39,11,7,14,3,3,10,1,3,4,5,0,7,6,8,10,2,2,0,3,0,0,0,0,6,1,1,6,0,"HCP has confirmed patient with Disease A. This HCP refers NSCLC patients out to other specialists for treatment/may not treat NSCLC. For this HCP, the TRx change for BRAND C was 2.6 percent (39 scripts) in the past 1 year.",2025-06-29
HCP1260,Kevin Harris,"USNV Gutierrez, FPO AE 04888, East Carolynview, South Dakota 80772",Oncology,379,82,49,309,23,47,182,327,238,39,50,237,299,96,1145,118,201,97,329,71,329,234,156,47,20,8,24,11,16,0,0,4,21,7,3,17,16,7,18,14,8,27,0,6,2,18,2,22,22,15,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND C was -21.7 percent (234 scripts) in the past 1 year.",2025-02-21
HCP1261,Maria Gonzalez,"639 Dixon Crossing Suite 030, South Emma, CO 52347, Mcdonaldchester, Oregon 25042",Cardiology,333,93,76,99,146,88,72,78,47,1,30,13,50,137,1540,186,213,269,325,313,234,3,19,76,10,1,26,27,26,22,17,24,19,2,1,19,3,9,5,0,4,5,1,4,5,3,3,1,2,3,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND C was -94.0 percent (3 scripts) in the past 1 year.",2025-07-22
HCP1262,Stephanie Webb,"956 Wallace Rue, Cindymouth, PA 39025, Huertafurt, Florida 79356",Dermatology,888,152,130,8,783,97,77,730,51,360,319,523,574,222,2940,480,410,378,6,866,800,586,382,207,14,6,72,28,1,64,7,14,37,19,55,62,67,13,51,17,6,48,3,59,15,4,16,41,28,28,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND C was 2.1 percent (586 scripts) in the past 1 year.",2025-06-08
HCP1263,Tyler Valencia,"204 Robert Unions, Ryanburgh, SC 26312, Schroederberg, New Mexico 14936",Radiology,376,239,205,153,205,18,173,62,42,17,3,29,41,30,1095,7,85,296,98,266,343,7,10,30,14,2,18,29,16,22,12,10,21,14,25,13,7,3,0,0,0,5,4,2,5,2,2,2,2,4,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND C was -82.9 percent (7 scripts) in the past 1 year.",2025-12-26
HCP1264,Adam Warner,"08196 Hector Lakes, Priceborough, DE 47439, Whitakerton, Vermont 69133",Cardiology,770,134,127,687,56,27,51,509,29,83,397,375,459,367,2469,642,569,389,352,358,159,109,110,360,13,9,8,0,51,6,10,32,20,25,43,59,50,2,13,31,36,1,37,2,16,7,13,37,39,27,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND C was -76.3 percent (109 scripts) in the past 1 year.",2025-09-15
HCP1265,Margaret Kline,"4395 Olson Radial, North Ashleychester, NY 10400, Billhaven, Montana 97309",Psychiatry,228,92,47,178,16,34,35,121,79,41,1,120,121,40,459,48,79,67,146,14,105,70,43,115,8,7,4,19,11,14,3,16,4,5,8,14,0,7,3,3,5,9,9,0,7,4,1,8,0,9,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND C was -42.1 percent (70 scripts) in the past 1 year.",2025-10-29
HCP1266,James Campbell,"PSC 3508, Box 6979, APO AA 80993, Lake Michelle, Iowa 86495",Urology,674,455,452,479,28,167,333,631,97,318,216,22,573,195,2363,272,603,250,408,414,416,504,75,598,11,10,54,55,28,52,15,19,41,1,52,5,39,5,45,42,21,28,17,43,52,7,52,4,50,22,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND C was -12.0 percent (504 scripts) in the past 1 year.",2025-04-04
HCP1267,Sean Robertson,"53166 Compton Cliff Suite 073, North Luisville, MH 65552, West Donald, Rhode Island 40755",Pediatrics,513,261,213,178,67,268,222,508,451,26,31,288,354,137,888,46,23,306,90,74,349,372,165,303,6,4,28,27,8,12,17,23,26,18,24,21,10,28,32,41,24,27,13,31,41,19,6,33,24,11,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND C was 5.1 percent (372 scripts) in the past 1 year.",2025-03-22
HCP1268,Mary Doyle,"929 Eric Key Apt. 807, Lesliemouth, PW 65310, West Eduardo, New Hampshire 92734",Gastroenterology,903,460,256,287,380,236,53,359,113,38,208,322,325,226,2556,406,352,361,265,614,558,338,141,346,11,5,63,6,39,69,50,25,29,49,75,44,52,3,2,10,19,27,10,6,26,24,15,20,1,5,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND C was 4.0 percent (338 scripts) in the past 1 year.",2025-05-09
HCP1269,Jane Cowan,"0439 Felicia Coves, New Russellmouth, MS 65282, West Matthewview, Oregon 45940",Gastroenterology,937,593,592,718,30,189,84,205,100,97,8,94,101,311,2705,931,917,50,560,56,191,181,133,23,13,12,46,33,48,4,55,19,29,8,39,54,11,26,5,2,5,0,6,8,15,6,10,12,4,0,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND C was 79.2 percent (181 scripts) in the past 1 year.",2025-06-20
HCP1270,Jacqueline Dawson,"5889 Green Spurs, Joshuafurt, VA 02555, Farrellport, New Hampshire 07904",Cardiology,699,194,102,671,14,14,97,122,99,11,12,18,42,11,1444,100,537,21,499,31,256,28,104,55,5,3,54,15,12,24,5,0,55,26,25,57,38,42,8,0,7,8,3,6,0,0,8,8,2,5,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND C was -33.3 percent (28 scripts) in the past 1 year.",2025-02-27
HCP1271,Rebecca Contreras,"07547 Amanda Roads Suite 204, Wilsonbury, VA 99542, Vanessachester, North Carolina 83275",Urology,795,540,391,194,548,53,202,129,90,4,35,60,111,372,1905,368,504,49,259,174,551,27,122,43,13,13,42,62,17,66,26,4,16,40,49,10,47,25,10,10,5,5,3,8,8,2,1,2,7,5,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND C was -75.7 percent (27 scripts) in the past 1 year.",2025-06-08
HCP1272,Jaime Thomas,"532 Sabrina Gardens, Lambertfort, DC 73848, East Heatherborough, Washington 99363",Radiology,230,61,33,138,25,67,114,93,17,50,26,22,84,89,643,177,130,98,49,155,34,46,51,60,9,3,0,4,16,7,5,11,1,3,9,10,0,2,5,2,5,2,7,7,1,1,1,7,5,0,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND C was -45.2 percent (46 scripts) in the past 1 year.",2025-08-26
HCP1273,Debra Ruiz,"60975 Wright Corner, North Michael, IL 48414, Thomasville, Louisiana 87537",Psychiatry,904,726,446,519,207,178,452,476,362,42,72,176,228,240,3415,550,813,872,47,760,373,224,225,296,19,7,8,43,5,27,51,12,56,38,49,43,32,11,39,1,2,11,0,17,10,31,11,2,2,8,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND C was -1.8 percent (224 scripts) in the past 1 year.",2025-03-17
HCP1274,Melissa King,"7591 Harmon Manor Apt. 953, Garzabury, WV 04650, Lucasmouth, Delaware 34744",Cardiology,280,90,30,273,2,5,58,111,36,61,14,71,75,121,758,206,256,8,156,121,11,97,30,99,11,6,23,8,23,4,10,22,0,15,11,17,4,8,4,0,2,3,9,7,2,2,7,0,1,9,"HCP has confirmed patient with Disease A. This HCP refers NSCLC patients out to other specialists for treatment/may not treat NSCLC. For this HCP, the TRx change for BRAND C was 29.3 percent (97 scripts) in the past 1 year.",2025-03-04
HCP1275,Jose Daniels,"17258 Morgan Heights Suite 618, New Susanfurt, CA 35562, Port Tracy, Rhode Island 75315",Dermatology,359,127,35,17,57,285,82,280,258,22,0,198,215,72,1123,168,92,194,248,206,215,207,75,5,20,6,21,23,1,5,16,21,2,26,6,22,28,20,13,2,7,4,14,23,3,0,12,19,20,1,"HCP has confirmed patient with Disease A. This HCP refers NSCLC patients out to other specialists for treatment/may not treat NSCLC. For this HCP, the TRx change for BRAND C was -3.7 percent (207 scripts) in the past 1 year.",2025-05-08
HCP1276,Shannon Jones,"PSC 4334, Box 9148, APO AA 90335, Kingmouth, Louisiana 34151",Oncology,995,547,169,242,28,725,317,686,632,42,12,174,674,229,2706,214,65,736,569,310,812,428,398,42,7,2,82,58,3,48,7,0,5,58,10,34,5,69,31,13,11,31,28,14,36,37,48,28,47,45,"HCP has confirmed patient with Disease A. This HCP refers NSCLC patients out to other specialists for treatment/may not treat NSCLC. For this HCP, the TRx change for BRAND C was -36.5 percent (428 scripts) in the past 1 year.",2025-12-13
HCP1277,Chad Bond,"237 Gilbert Place, Lake Elizabeth, KS 64367, Petersonland, Mississippi 99704",Radiology,743,742,527,406,304,33,105,208,45,2,161,140,177,369,1988,132,669,57,181,285,664,123,7,55,19,2,41,60,15,8,58,36,43,1,33,5,59,41,3,5,8,7,10,4,0,1,17,17,10,13,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND C was -30.5 percent (123 scripts) in the past 1 year.",2025-12-15
HCP1278,Mr. Nicholas Rivera,"04942 Wanda Village, Stevensbury, TN 47392, Port Lynn, Washington 69822",Pediatrics,391,111,88,243,107,41,17,381,272,101,8,33,381,55,1770,363,324,145,245,326,367,306,172,369,11,6,9,32,27,5,7,26,25,20,29,12,30,1,9,14,0,20,5,18,2,30,7,15,29,21,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND C was -19.7 percent (306 scripts) in the past 1 year.",2025-09-04
HCP1279,Randy Adams,"227 Felicia Rapids, Mitchellhaven, OH 50983, New Caleb, Arizona 69493",Psychiatry,768,527,482,424,333,11,68,306,202,36,68,228,237,2,2726,167,439,355,768,279,718,51,245,97,6,3,22,53,38,41,8,44,38,43,55,29,32,10,5,19,1,24,4,16,3,20,15,14,10,18,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND C was -78.5 percent (51 scripts) in the past 1 year.",2025-09-22
HCP1280,Susan Peterson,"16936 Traci Mills Suite 867, North Christina, IA 76041, Christopherport, Colorado 93074",Psychiatry,908,692,623,33,818,57,299,53,34,4,15,45,50,353,2045,416,248,623,397,360,1,47,31,10,20,6,74,63,44,13,19,29,64,54,65,37,15,48,4,1,4,0,1,2,1,1,2,2,2,2,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND C was -6.0 percent (47 scripts) in the past 1 year.",2025-01-03
HCP1281,Chris Curry,"621 Brittany Crescent, Lake Rebeccaburgh, OR 31702, Port Mitchell, Pennsylvania 07088",Psychiatry,160,92,89,53,17,90,36,79,53,4,22,38,52,48,455,158,87,107,9,59,35,24,38,65,17,11,5,2,1,4,12,11,9,4,11,4,13,6,3,6,1,5,0,5,2,1,0,2,5,5,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND C was -53.8 percent (24 scripts) in the past 1 year.",2025-04-19
HCP1282,Margaret Obrien,"2045 Brad Forges Suite 800, Port Mirandaside, NH 19596, Christopherchester, Wisconsin 47243",Cardiology,460,291,156,434,24,2,69,173,147,11,15,136,140,225,1498,164,206,175,442,342,169,99,110,8,9,2,0,15,28,23,28,9,31,13,16,10,19,35,8,3,0,11,1,12,7,12,8,14,7,8,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND C was -29.3 percent (99 scripts) in the past 1 year.",2025-09-30
HCP1283,Mr. Daniel Garcia,"761 Williams Mills Suite 997, Kennethbury, DE 01051, Kevinview, Minnesota 74763",Urology,761,517,67,405,152,204,331,190,85,71,34,122,175,165,3102,742,589,608,177,313,673,156,131,29,15,0,8,52,49,30,4,29,2,3,36,22,37,54,0,14,7,4,7,0,5,11,5,12,8,5,"HCP has confirmed patient with Disease A. This HCP refers NSCLC patients out to other specialists for treatment/may not treat NSCLC. For this HCP, the TRx change for BRAND C was -10.9 percent (156 scripts) in the past 1 year.",2025-08-30
HCP1284,Danielle Holt,"26047 Regina Vista Suite 028, Johnview, VI 21274, Lake Jeffreyside, Ohio 23526",Radiology,763,609,551,554,181,28,61,694,469,76,149,206,672,377,2981,407,613,40,488,686,747,648,461,67,9,5,44,57,23,5,57,38,35,17,5,35,36,14,1,13,12,25,55,52,29,8,38,28,8,18,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND C was -3.6 percent (648 scripts) in the past 1 year.",2025-10-17
HCP1285,Howard Colon,"0938 Osborne Village, Jacobston, NJ 17598, Port Sarahton, Arizona 22352",Radiology,758,574,190,209,239,310,127,154,47,76,31,90,103,190,3065,147,459,486,677,575,721,2,16,33,14,8,20,19,60,1,7,5,14,30,10,34,8,3,9,1,1,12,11,2,12,4,0,5,8,9,"HCP has confirmed patient with Disease A. This HCP refers NSCLC patients out to other specialists for treatment/may not treat NSCLC. For this HCP, the TRx change for BRAND C was -98.1 percent (2 scripts) in the past 1 year.",2025-04-13
